sim_gen inv_id qtn_id qtn_freqP1 qtn_freqP2 qtn_freq qtn_FST 
5200 445773 76288 0.1715 0.187 0.17925 0.000408257
5200 445773 247809 0.4625 0.44 0.45125 0.000511109
5200 445773 232708 0.484 0.4645 0.47425 0.000381261
5200 445773 68513 0.8035 0.7835 0.7935 0.000610285
5200 445773 314645 0.1415 0.1245 0.133 0.000626566
5200 435651 328031 0.0065 0.011 0.00875 NAN
5200 446553 267495 0.6535 0.644 0.64875 9.90133e-05
5200 446553 334955 0.379 0.401 0.39 0.000508617
5200 446553 407106 0.0765 0.074 0.07525 2.24538e-05
5200 446553 68495 1 1 1 NAN
5200 446831 37301 0.847 0.822 0.8345 0.00113135
5200 447003 247809 0.4625 0.44 0.45125 0.000511109
5200 447003 232708 0.484 0.4645 0.47425 0.000381261
5200 447003 68513 0.8035 0.7835 0.7935 0.000610285
5200 447005 76288 0.1715 0.187 0.17925 0.000408257
5200 447092 34927 0.2535 0.246 0.24975 7.50501e-05
5200 447092 293886 0.882 0.8745 0.87825 0.000131515
5400 446831 37301 0.7235 0.7315 0.7275 8.07087e-05
5400 446831 463009 0.004 0.002 0.003 0.000334336
5400 5372 264506 0.4525 0.444 0.44825 7.30323e-05
5400 5372 415463 0.046 0.047 0.0465 5.63854e-06
5400 5372 370833 0.2245 0.2235 0.224 1.43824e-06
5400 5372 460504 0.001 0.0025 0.00175 0.000321992
5400 5372 461763 0.0045 0.0065 0.0055 0.000182824
5400 5372 459514 0.013 0.012 0.0125 2.02532e-05
5400 5372 443958 0.01 0.011 0.0105 2.40622e-05
5400 5372 457560 0.0175 0.0135 0.0155 0.000262127
5400 5372 433771 0.0045 0.0025 0.0035 0.000286718
5400 5372 463686 0.0025 0.002 0.00225 2.78404e-05
5400 5372 458715 0.006 0.0045 0.00525 0.000107708
5400 5372 464212 0.0005 0 0.00025 0.000250063
5400 5372 447533 0 0.001 0.0005 0.00050025
5400 5372 464112 0 0.001 0.0005 0.00050025
5400 5372 463763 0 0.0005 0.00025 0.000250063
5400 5372 464235 0 0.0005 0.00025 0.000250063
5400 343693 131933 0.218 0.2055 0.21175 0.000234031
5400 343693 445935 0.0275 0.022 0.02475 0.00031331
5400 343693 464278 0.0005 0 0.00025 0.000250063
5400 343693 463708 0.0005 0.0005 0.0005 0
5400 343693 464196 0 0.0005 0.00025 0.000250063
5400 459508 168920 0.76 0.777 0.7685 0.000406109
5400 396676 436625 0.0845 0.089 0.08675 6.39007e-05
5400 396676 302147 0.2475 0.2355 0.2415 0.00019653
5400 396676 413697 0.0845 0.089 0.08675 6.39007e-05
5400 396676 430044 0.0845 0.089 0.08675 6.39007e-05
5400 396676 452721 0.035 0.031 0.033 0.000125349
5400 396676 464236 0.0005 0 0.00025 0.000250063
5400 396676 462639 0.001 0.001 0.001 0
5400 155542 464313 0.0005 0 0.00025 NAN
5400 210729 271946 0.5025 0.5205 0.5115 0.000324171
5400 210729 130643 0.5025 0.5205 0.5115 0.000324171
5400 210729 338027 0.5025 0.5205 0.5115 0.000324171
5400 210729 157050 0.5025 0.5205 0.5115 0.000324171
5400 210729 463716 0.0005 0.0015 0.001 0.00025025
5400 210729 353848 0.0755 0.084 0.07975 0.000246117
5400 210729 459482 0.016 0.0105 0.01325 0.000578419
5400 210729 448110 0.047 0.044 0.0455 5.18078e-05
5400 210729 463868 0.0005 0.001 0.00075 8.33959e-05
5400 210729 461605 0.002 0.001 0.0015 0.000166917
5400 210729 464103 0.0005 0.0005 0.0005 0
5400 382500 449792 0.0435 0.0395 0.0415 NAN
5400 382500 451086 0.014 0.013 0.0135 NAN
5400 382500 455949 0.0275 0.0155 0.0215 NAN
5400 382500 462504 0.0035 0.004 0.00375 NAN
5400 382500 459015 0.0035 0.004 0.00375 NAN
5400 26746 168930 0.886 0.895 0.8905 0.000207672
5400 26746 312371 0.771 0.755 0.763 0.000353922
5400 26746 356321 0.161 0.174 0.1675 0.00030299
5400 26746 391855 0.03 0.042 0.036 0.00103734
5400 26746 322583 0.0485 0.0525 0.0505 8.34207e-05
5400 26746 442315 0.026 0.023 0.0245 9.41432e-05
5400 26746 458321 0.008 0.008 0.008 0
5400 26746 446850 0.0185 0.0175 0.018 1.41435e-05
5400 26746 458674 0.0025 0.004 0.00325 0.000173641
5400 26746 454056 0.0035 0.0075 0.0055 0.000731295
5400 26746 462444 0.0005 0.002 0.00125 0.000450563
5400 26746 464000 0.001 0.0005 0.00075 8.33959e-05
5400 26746 462251 0.002 0.002 0.002 0
5400 26746 463129 0.0035 0.001 0.00225 0.00069601
5400 26746 464133 0.0005 0 0.00025 0.000250063
5400 26746 464322 0 0.0005 0.00025 0.000250063
5400 26746 464332 0 0.0005 0.00025 0.000250063
5400 26746 464342 0 0.0005 0.00025 0.000250063
5400 207405 129534 0.2685 0.2715 0.27 1.14155e-05
5400 207405 457737 0.0095 0.0085 0.009 2.803e-05
5400 207405 463263 0.0025 0.0005 0.0015 0.000667668
5400 207405 461211 0.0015 0 0.00075 0.000750563
5400 207405 464096 0 0.0005 0.00025 0.000250063
5400 463824 246350 0.169 0.1465 0.15775 0.000952565
5400 386198 219077 0.211 0.1975 0.20425 0.00028033
5400 386198 464282 0.0005 0 0.00025 0.000250063
5400 386198 463829 0.0015 0.001 0.00125 5.00626e-05
5400 386198 463924 0.001 0.0015 0.00125 5.00626e-05
5400 386198 463898 0.0025 0.002 0.00225 2.78404e-05
5400 386198 464275 0.0005 0.0005 0.0005 0
5400 449289 28340 0.82 0.8205 0.82025 4.23901e-07
5400 449289 91586 0.3385 0.3475 0.343 8.98598e-05
5400 449289 419626 0.079 0.074 0.0765 8.84671e-05
5400 449289 125046 0.2885 0.3005 0.2945 0.000173269
5400 461457 28340 0.82 0.8205 0.82025 4.23901e-07
5400 461457 91586 0.3385 0.3475 0.343 8.98598e-05
5400 463572 411748 0.1545 0.1555 0.155 1.90876e-06
5400 450935 64075 0.2195 0.2225 0.221 1.30693e-05
5400 463667 415450 0.132 0.1225 0.12725 0.000203161
5600 446831 37301 0.761 0.771 0.766 0.000139475
5600 5372 264506 0.378 0.3975 0.38775 0.000400432
5600 5372 370833 0.2085 0.229 0.21875 0.000614766
5600 5372 479429 0.007 0.01 0.0085 0.000266975
5600 5372 415463 0.04 0.0405 0.04025 1.61792e-06
5600 5372 476410 0.028 0.035 0.0315 0.000401537
5600 5372 471588 0.047 0.0485 0.04775 1.23708e-05
5600 5372 461763 0.02 0.017 0.0185 0.000123914
5600 5372 475323 0.017 0.0145 0.01575 0.000100794
5600 5372 481343 0.0005 0 0.00025 0.000250063
5600 5372 480589 0.003 0.0015 0.00225 0.000250564
5600 5372 481177 0.0025 0.001 0.00175 0.000321992
5600 5372 481481 0.001 0 0.0005 0.00050025
5600 5372 481442 0.0005 0.0005 0.0005 0
5600 343693 131933 0.2825 0.263 0.27275 0.000479248
5600 343693 445935 0.012 0.011 0.0115 2.1992e-05
5600 343693 473924 0.011 0.006 0.0085 0.000741598
5600 343693 468387 0.0035 0.0015 0.0025 0.000401003
5600 343693 481359 0 0.0005 0.00025 0.000250063
5600 481417 271677 0.681 0.6605 0.67075 0.000475731
5600 396676 436625 0.077 0.062 0.0695 0.000869804
5600 396676 302147 0.1895 0.189 0.18925 4.0734e-07
5600 396676 413697 0.077 0.062 0.0695 0.000869804
5600 396676 430044 0.077 0.062 0.0695 0.000869804
5600 396676 474411 0.002 0.0025 0.00225 2.78404e-05
5600 396676 452721 0.039 0.0305 0.03475 0.000538497
5600 155542 481517 0.0005 0.0015 0.001 NAN
5600 210729 271946 0.523 0.548 0.5355 0.000628167
5600 210729 130643 0.523 0.548 0.5355 0.000628167
5600 210729 338027 0.523 0.548 0.5355 0.000628167
5600 210729 157050 0.523 0.548 0.5355 0.000628167
5600 210729 353848 0.018 0.016 0.017 5.98408e-05
5600 210729 448110 0.0555 0.051 0.05325 0.000100418
5600 210729 475692 0.015 0.0135 0.01425 4.00443e-05
5600 210729 479820 0.0075 0.005 0.00625 0.000251572
5600 210729 481547 0.0005 0 0.00025 0.000250063
5600 210729 459482 0.0005 0.0005 0.0005 0
5600 382500 449792 0.118 0.111 0.1145 0.000120821
5600 382500 481387 0.0005 0 0.00025 0.000250063
5600 382500 480054 0.001 0.001 0.001 0
5600 382500 481425 0 0.0005 0.00025 0.000250063
5600 26746 168930 0.946 0.9525 0.94925 0.000219255
5600 26746 312371 0.697 0.6945 0.69575 7.38136e-06
5600 26746 391855 0.0665 0.0685 0.0675 1.58872e-05
5600 26746 322583 0.108 0.1185 0.11325 0.00027446
5600 26746 356321 0.1625 0.163 0.16275 4.58674e-07
5600 26746 476078 0.013 0.0085 0.01075 0.000476048
5600 26746 446850 0.006 0.012 0.009 0.00100908
5600 26746 465841 0.019 0.0215 0.02025 7.87553e-05
5600 26746 481195 0.001 0.001 0.001 0
5600 26746 480991 0.0015 0.002 0.00175 3.57769e-05
5600 26746 481386 0.0005 0 0.00025 0.000250063
5600 26746 480736 0.0015 0.002 0.00175 3.57769e-05
5600 26746 481349 0.0005 0.0015 0.001 0.00025025
5600 26746 480920 0.0015 0.001 0.00125 5.00626e-05
5600 26746 481318 0.0005 0.0015 0.001 0.00025025
5600 26746 481499 0 0.0005 0.00025 0.000250063
5600 207405 129534 0.3165 0.3115 0.314 2.90152e-05
5600 207405 479901 0.0015 0.0005 0.001 0.00025025
5600 207405 481398 0.0005 0 0.00025 0.000250063
5600 207405 480456 0.0015 0.003 0.00225 0.000250564
5600 207405 481094 0.0005 0.001 0.00075 8.33959e-05
5600 207405 481421 0 0.0005 0.00025 0.000250063
5600 468805 315666 0.645 0.651 0.648 3.94571e-05
5600 386198 219077 0.2275 0.2165 0.222 0.000175143
5600 386198 480153 0.0015 0.001 0.00125 5.00626e-05
5600 386198 480491 0.0025 0.0045 0.0035 0.000286718
5600 449289 28340 0.9525 0.9585 0.9555 NAN
5600 449289 91586 0.521 0.5055 0.51325 0.000211666
5600 449289 419626 0.033 0.039 0.036 0.000240419
5600 449289 125046 0.3275 0.32 0.32375 0.000259336
5600 480703 68495 1 1 1 NAN
5600 481060 425305 0.2195 0.223 0.22125 1.77744e-05
5600 481060 390647 0.2655 0.2745 0.27 0.00010274
5600 481060 426187 0.0945 0.103 0.09875 0.000202953
5600 481415 71144 0.462 0.4425 0.45225 0.00038375
5600 481528 384291 0.022 0.0355 0.02875 NAN
5600 481529 181698 0.298 0.29 0.294 7.70847e-05
5600 481529 107583 1 1 1 NAN
5600 481610 275038 0.3815 0.363 0.37225 0.000366153
5800 446831 37301 0.7055 0.712 0.70875 5.11691e-05
5800 5372 264506 0.296 0.2985 0.29725 7.47993e-06
5800 5372 370833 0.13 0.1365 0.13325 9.14546e-05
5800 5372 415463 0.0825 0.0945 0.0885 0.000446275
5800 5372 461763 0.0285 0.032 0.03025 0.000104398
5800 5372 497770 0.001 0.002 0.0015 0.000166917
5800 5372 498825 0.0005 0 0.00025 0.000250063
5800 5372 498838 0.0005 0 0.00025 0.000250063
5800 5372 498876 0 0.0005 0.00025 0.000250063
5800 343693 131933 0.1945 0.2035 0.199 0.00012704
5800 343693 445935 0.0215 0.0255 0.0235 0.000174309
5800 343693 498812 0.0005 0 0.00025 0.000250063
5800 343693 498754 0 0.0005 0.00025 0.000250063
5800 496468 298724 0.7835 0.7845 0.784 1.47628e-06
5800 496468 422285 0.1455 0.1515 0.1485 7.11756e-05
5800 496468 123678 0.724 0.7175 0.72075 5.24794e-05
5800 396676 436625 0.2315 0.2 0.21575 0.00146607
5800 396676 302147 0.3755 0.35 0.36275 0.000703239
5800 396676 413697 0.2315 0.2 0.21575 0.00146607
5800 396676 430044 0.2315 0.2 0.21575 0.00146607
5800 396676 452721 0.151 0.1335 0.14225 0.000627485
5800 396676 490547 0.0165 0.0165 0.0165 0
5800 396676 498271 0.0065 0.0025 0.0045 0.000892907
5800 396676 497944 0.0015 0.004 0.00275 0.000569749
5800 396676 498571 0.001 0.0005 0.00075 8.33959e-05
5800 210729 271946 0.4015 0.42 0.41075 0.000353514
5800 210729 130643 0.4015 0.42 0.41075 0.000353514
5800 210729 338027 0.4015 0.42 0.41075 0.000353514
5800 210729 157050 0.4015 0.42 0.41075 0.000353514
5800 210729 487930 0.0035 0.006 0.00475 0.000330517
5800 210729 353848 0.0735 0.071 0.07225 2.33105e-05
5800 210729 498081 0.0005 0 0.00025 0.000250063
5800 210729 496460 0.0035 0.0045 0.004 6.2751e-05
5800 210729 495520 0.0025 0.0035 0.003 8.35841e-05
5800 210729 498544 0.0005 0 0.00025 0.000250063
5800 382500 480054 0.0315 0.0375 0.0345 NAN
5800 382500 449792 0.207 0.2095 0.20825 0.000270191
5800 382500 497187 0.0025 0.005 0.00375 9.47648e-06
5800 382500 498700 0.001 0 0.0005 0.000418235
5800 382500 498866 0 0.0005 0.00025 0.00050025
5800 481688 435526 0.3635 0.343 0.35325 0.000459864
5800 481688 426650 0.375 0.3805 0.37775 3.21733e-05
5800 26746 168930 0.978 0.975 0.9765 NAN
5800 26746 356321 0.274 0.263 0.2685 9.80488e-05
5800 26746 312371 0.6145 0.631 0.62275 0.000154016
5800 26746 482639 0.053 0.0465 0.04975 0.000289711
5800 26746 494609 0.019 0.0135 0.01625 0.000223427
5800 26746 391855 0.057 0.0535 0.05525 0.000473072
5800 26746 322583 0.035 0.0415 0.03825 5.86715e-05
5800 26746 480991 0.033 0.0335 0.03325 0.000287126
5800 26746 498076 0.0055 0.003 0.00425 1.94435e-06
5800 26746 481318 0.0135 0.022 0.01775 0.000369216
5800 26746 497908 0.001 0.003 0.002 0.00103599
5800 26746 493478 0.003 0.0015 0.00225 0.000501002
5800 26746 494793 0.001 0.001 0.001 0.000250564
5800 26746 498669 0.0005 0.0005 0.0005 0
5800 26746 493124 0.001 0.001 0.001 0
5800 26746 498799 0.0005 0 0.00025 0
5800 26746 498871 0 0.0005 0.00025 0.000250063
5800 26746 498581 0 0.001 0.0005 0.000250063
5800 207405 129534 0.416 0.41 0.413 3.7124e-05
5800 207405 492249 0.001 0.0045 0.00275 0.00111671
5800 207405 498796 0.0005 0.001 0.00075 8.33959e-05
5800 492496 123678 0.724 0.7175 0.72075 5.24794e-05
5800 386198 219077 0.22 0.213 0.2165 7.2217e-05
5800 386198 495600 0.002 0.003 0.0025 0.000100251
5800 449289 28340 1 1 1 NAN
5800 449289 91586 0.4415 0.4755 0.4585 NAN
5800 449289 419626 0.068 0.08 0.074 0.00116402
5800 449289 125046 0.3575 0.3355 0.3465 0.000525363
5800 498715 88415 0.588 0.6025 0.59525 0.000218167
5800 498715 176146 0.9805 0.9765 0.9785 0.000190134
5800 498715 452410 0.121 0.1235 0.12225 1.45613e-05
5800 461918 495468 0.0055 0.0075 0.0065 NAN
5800 497501 167989 0.571 0.564 0.5675 4.99096e-05
5800 497501 185923 0.3355 0.3425 0.339 5.46682e-05
5800 498554 348569 0.1205 0.0985 0.1095 0.0012409
5800 498554 51220 1 1 1 NAN
5800 498118 437256 0.143 0.1535 0.14825 0.000218279
5800 497857 269803 0.248 0.246 0.247 5.3766e-06
5800 498714 224342 0.7205 0.718 0.71925 7.73785e-06
5800 498553 314651 0.6415 0.651 0.64625 9.86939e-05
5800 498553 205020 0.4 0.4125 0.40625 0.000161943
6000 516058 162627 0.557 0.5495 0.55325 5.68953e-05
6000 516058 286391 0.707 0.7095 0.70825 7.56175e-06
6000 5372 264506 0.246 0.23 0.238 0.000352897
6000 5372 370833 0.1065 0.1075 0.107 2.6164e-06
6000 5372 415463 0.131 0.136 0.1335 5.40294e-05
6000 5372 461763 0.1145 0.119 0.11675 4.90936e-05
6000 5372 510045 0.0015 0.003 0.00225 0.000250564
6000 5372 516017 0.0005 0 0.00025 0.000250063
6000 5372 515793 0 0.0005 0.00025 0.000250063
6000 343693 131933 0.2245 0.2205 0.2225 2.31222e-05
6000 343693 445935 0.061 0.0515 0.05625 0.000425018
6000 343693 512798 0.0035 0.002 0.00275 0.00020511
6000 343693 515868 0.001 0.0005 0.00075 8.33959e-05
6000 343693 515946 0.0005 0 0.00025 0.000250063
6000 396676 436625 0.1535 0.1395 0.1465 0.000391882
6000 396676 497944 0.007 0.011 0.009 0.000448481
6000 396676 302147 0.366 0.335 0.3505 0.00105535
6000 396676 413697 0.1535 0.1395 0.1465 0.000391882
6000 396676 430044 0.1535 0.1395 0.1465 0.000391882
6000 396676 452721 0.0645 0.064 0.06425 1.03955e-06
6000 155542 515485 0 0.0005 0.00025 NAN
6000 210729 271946 0.5505 0.5435 0.547 4.94368e-05
6000 210729 130643 0.5505 0.5435 0.547 4.94368e-05
6000 210729 338027 0.5505 0.5435 0.547 4.94368e-05
6000 210729 157050 0.5505 0.5435 0.547 4.94368e-05
6000 210729 353848 0.0145 0.0105 0.0125 0.000324051
6000 210729 515836 0.0005 0.002 0.00125 0.000450563
6000 210729 514138 0.0005 0.0005 0.0005 0
6000 210729 516077 0.0005 0 0.00025 0.000250063
6000 382500 449792 0.2655 0.271 0.26825 3.85268e-05
6000 382500 480054 0.0335 0.029 0.03125 0.000167226
6000 382500 514375 0.003 0.002 0.0025 0.000100251
6000 382500 514281 0.004 0.0095 0.00675 0.00112798
6000 382500 510382 0.0045 0.005 0.00475 1.32207e-05
6000 382500 513972 0.002 0.004 0.003 0.000334336
6000 481688 435526 0.499 0.5085 0.50375 9.02551e-05
6000 481688 426650 0.3295 0.3415 0.3355 0.000161479
6000 26746 168930 0.9695 0.976 0.97275 NAN
6000 26746 312371 0.557 0.5955 0.57625 0.000398473
6000 26746 356321 0.2395 0.2085 0.224 0.00151754
6000 26746 391855 0.0935 0.0735 0.0835 0.00138215
6000 26746 482639 0.027 0.0305 0.02875 0.00130672
6000 26746 505858 0.0215 0.02 0.02075 0.000109675
6000 26746 498581 0.017 0.0215 0.01925 2.76829e-05
6000 26746 508899 0.0065 0.0085 0.0075 0.000268149
6000 26746 322583 0.0255 0.022 0.02375 0.000134341
6000 26746 493124 0.008 0.011 0.0095 0.000132084
6000 26746 494793 0.0055 0.0045 0.005 0.000239114
6000 26746 514401 0.0035 0.003 0.00325 5.02513e-05
6000 26746 515939 0.0005 0.001 0.00075 1.92935e-05
6000 26746 516062 0.0005 0 0.00025 8.33959e-05
6000 26746 514321 0.005 0.0055 0.00525 0.000250063
6000 26746 512289 0.0025 0.005 0.00375 1.19676e-05
6000 26746 515167 0.0005 0.0005 0.0005 0.000418235
6000 26746 515473 0.0005 0.0015 0.001 0
6000 26746 516033 0.0005 0 0.00025 0.00025025
6000 26746 515795 0.0005 0 0.00025 0.000250063
6000 26746 515069 0 0.0005 0.00025 0.000250063
6000 26746 516121 0 0.0005 0.00025 0.000250063
6000 207405 129534 0.48 0.47 0.475 0.000100251
6000 207405 500274 0.0465 0.0395 0.043 0.000297684
6000 207405 514042 0.004 0.0035 0.00375 1.67294e-05
6000 207405 492249 0.016 0.0145 0.01525 3.74565e-05
6000 207405 501789 0.012 0.011 0.0115 2.1992e-05
6000 207405 515705 0.0005 0 0.00025 0.000250063
6000 207405 513392 0.0005 0 0.00025 0.000250063
6000 207405 515733 0 0.001 0.0005 0.00050025
6000 499581 22275 0.641 0.652 0.6465 0.000132363
6000 499581 25321 1 1 1 NAN
6000 499581 254933 0.326 0.3375 0.33175 0.000149137
6000 499581 54678 0.9105 0.9185 0.9145 0.00020463
6000 499581 314651 0.4715 0.461 0.46625 0.000110755
6000 499581 515937 0 0.0005 0.00025 0.000250063
6000 386198 219077 0.161 0.18 0.1705 0.000638126
6000 386198 512961 0 0.001 0.0005 0.00050025
6000 449289 28340 1 1 1 NAN
6000 449289 91586 0.577 0.59 0.5835 NAN
6000 449289 419626 0.027 0.0245 0.02575 0.000173848
6000 449289 125046 0.3285 0.3185 0.3235 6.22834e-05
6000 503116 37301 0.562 0.547 0.5545 0.000227705
6000 503116 298724 0.7175 0.7255 0.7215 7.96267e-05
6000 503116 515710 0.002 0.001 0.0015 0.000166917
6000 503116 123678 0.7985 0.7935 0.796 3.8489e-05
6000 512304 373447 0.2055 0.2165 0.211 0.000181705
6000 512304 107923 0.5615 0.5625 0.562 1.01562e-06
6000 512304 512769 0.0005 0.002 0.00125 0.000450563
6000 510656 181698 0.472 0.465 0.4685 4.91953e-05
6000 515267 238243 0.5475 0.5615 0.5545 0.000198357
6000 515267 28340 1 1 1 NAN
6000 516135 315666 0.52 0.53 0.525 0.000100251
6000 516135 198491 0.52 0.53 0.525 0.000100251
6200 5372 415463 0.133 0.1505 0.14175 0.000629331
6200 5372 461763 0.121 0.1195 0.12025 5.31714e-06
6200 5372 264506 0.221 0.2395 0.23025 0.000482763
6200 5372 370833 0.0935 0.105 0.09925 0.000369829
6200 5372 527223 0.011 0.0125 0.01175 4.84415e-05
6200 5372 528275 0.008 0.009 0.0085 2.96639e-05
6200 5372 530966 0.0145 0.014 0.01425 4.44937e-06
6200 5372 532248 0.002 0.001 0.0015 0.000166917
6200 5372 517076 0.0015 0.0005 0.001 0.00025025
6200 5372 533188 0.001 0.001 0.001 0
6200 343693 131933 0.181 0.1945 0.18775 0.000298771
6200 343693 445935 0.0415 0.0345 0.038 0.000335102
6200 343693 512798 0.0105 0.0125 0.0115 8.79682e-05
6200 343693 530347 0.002 0.0015 0.00175 3.57769e-05
6200 343693 532755 0 0.001 0.0005 0.00050025
6200 526475 106138 0.1685 0.166 0.16725 1.12186e-05
6200 526475 261759 0.2 0.197 0.1985 1.41422e-05
6200 526475 96339 0.443 0.4495 0.44625 4.2744e-05
6200 396676 436625 0.179 0.163 0.171 0.00045147
6200 396676 302147 0.516 0.505 0.5105 0.000121053
6200 396676 413697 0.179 0.163 0.171 0.00045147
6200 396676 430044 0.179 0.163 0.171 0.00045147
6200 396676 452721 0.071 0.0555 0.06325 0.00101372
6200 396676 528046 0.0075 0.005 0.00625 0.000251572
6200 396676 533123 0.0005 0 0.00025 0.000250063
6200 396676 532238 0 0.002 0.001 0.001001
6200 532396 158783 0.4245 0.445 0.43475 0.000427531
6200 532396 365120 0.6785 0.6805 0.6795 4.5918e-06
6200 210729 271946 0.5175 0.53 0.52375 0.000156603
6200 210729 130643 0.5175 0.53 0.52375 0.000156603
6200 210729 338027 0.5175 0.53 0.52375 0.000156603
6200 210729 157050 0.5175 0.53 0.52375 0.000156603
6200 210729 529251 0.0015 0.0015 0.0015 0
6200 210729 530279 0.001 0.0005 0.00075 8.33959e-05
6200 526828 271677 0.4055 0.417 0.41125 0.000136552
6200 526828 492028 0.0355 0.0325 0.034 6.85057e-05
6200 382500 480054 0.0435 0.0395 0.0415 NAN
6200 382500 449792 0.1335 0.132 0.13275 0.000100559
6200 382500 524694 0.006 0.006 0.006 4.88589e-06
6200 382500 532558 0.0005 0.001 0.00075 0
6200 481688 435526 0.526 0.512 0.519 0.000196283
6200 481688 426650 0.3905 0.3875 0.389 9.46655e-06
6200 26746 356321 0.169 0.1545 0.16175 0.000387666
6200 26746 168930 0.897 0.889 0.893 0.00016745
6200 26746 312371 0.4285 0.403 0.41575 0.000669252
6200 26746 391855 0.1055 0.123 0.11425 0.000756569
6200 26746 514401 0.057 0.0505 0.05375 0.000207674
6200 26746 482639 0.0505 0.0465 0.0485 8.66781e-05
6200 26746 533161 0.0015 0.0005 0.001 0.00025025
6200 26746 532403 0.0015 0.0015 0.0015 0
6200 26746 532628 0.0015 0.0005 0.001 0.00025025
6200 26746 532505 0.0005 0.0015 0.001 0.00025025
6200 533111 422525 0.179 0.176 0.1775 1.54116e-05
6200 533111 413567 0.0775 0.0755 0.0765 1.41547e-05
6200 533111 386149 0.2355 0.257 0.24625 0.000622606
6200 533111 73351 0.827 0.823 0.825 2.77056e-05
6200 207405 129534 0.539 0.5565 0.54775 0.000309069
6200 207405 525098 0.002 0.003 0.0025 0.000100251
6200 207405 500274 0.015 0.0195 0.01725 0.00029863
6200 207405 527474 0.0065 0.013 0.00975 0.001094
6200 207405 525972 0.0055 0.0045 0.005 5.02513e-05
6200 207405 532704 0.0005 0.0025 0.0015 0.000667668
6200 207405 532480 0.0015 0.0015 0.0015 0
6200 207405 514042 0 0.0005 0.00025 0.000250063
6200 207405 533344 0 0.0005 0.00025 0.000250063
6200 207405 533353 0 0.0005 0.00025 0.000250063
6200 499581 22275 0.8025 0.808 0.80525 4.82233e-05
6200 499581 25321 1 1 1 NAN
6200 499581 254933 0.138 0.145 0.1415 0.000100842
6200 499581 54678 0.9775 0.9785 0.978 1.16193e-05
6200 499581 314651 0.562 0.573 0.5675 0.000123246
6200 386198 219077 0.1565 0.173 0.16475 0.000494614
6200 532692 67395 0.547 0.5595 0.55325 0.000158043
6200 532692 389684 0.2135 0.2105 0.212 1.34685e-05
6200 532692 293886 0.709 0.717 0.713 7.81895e-05
6200 533216 44611 0.482 0.4705 0.47625 0.000132549
6200 533294 37301 0.448 0.452 0.45 1.61616e-05
6200 533295 314651 0.562 0.573 0.5675 0.000123246
6200 533295 205020 0.364 0.351 0.3575 0.000183941
6200 533373 418549 0.0245 0.0245 0.0245 NAN
6400 5372 264506 0.179 0.1755 0.17725 2.10001e-05
6400 5372 415463 0.145 0.144 0.1445 2.02233e-06
6400 5372 527223 0.0515 0.0445 0.048 0.000268076
6400 5372 461763 0.0405 0.0425 0.0415 2.51397e-05
6400 5372 370833 0.0355 0.0365 0.036 7.20378e-06
6400 5372 530966 0.048 0.05 0.049 2.14597e-05
6400 5372 536872 0.01 0.0075 0.00875 0.000180148
6400 5372 549049 0.0005 0 0.00025 0.000250063
6400 5372 541229 0.0025 0.0025 0.0025 0
6400 5372 550260 0 0.001 0.0005 0.00050025
6400 5372 548075 0 0.0005 0.00025 0.000250063
6400 343693 131933 0.0375 0.0385 0.038 NAN
6400 343693 512798 0.015 0.0135 0.01425 NAN
6400 536276 132334 0.659 0.647 0.653 0.000158877
6400 396676 452721 0.0165 0.0145 0.0155 NAN
6400 396676 436625 0.066 0.0635 0.06475 6.55319e-05
6400 396676 302147 0.4655 0.465 0.46525 2.5802e-05
6400 396676 413697 0.066 0.0635 0.06475 2.51213e-07
6400 396676 430044 0.066 0.0635 0.06475 2.5802e-05
6400 396676 542181 0.0055 0.006 0.00575 2.5802e-05
6400 155542 538413 0.068 0.0755 0.07175 0.000211143
6400 546399 428938 0.3295 0.316 0.32275 0.000208445
6400 546399 216119 0.4275 0.42 0.42375 5.75893e-05
6400 210729 271946 0.7265 0.6945 0.7105 0.00124459
6400 210729 130643 0.7265 0.6945 0.7105 0.00124459
6400 210729 338027 0.7265 0.6945 0.7105 0.00124459
6400 210729 157050 0.7265 0.6945 0.7105 0.00124459
6400 210729 548053 0.0035 0.006 0.00475 0.000330517
6400 210729 550209 0.0005 0.0005 0.0005 0
6400 210729 548166 0.0005 0.0025 0.0015 0.000667668
6400 210729 542851 0.003 0.0045 0.00375 0.000150565
6400 210729 548998 0.0025 0.004 0.00325 0.000173641
6400 210729 550523 0.0005 0 0.00025 0.000250063
6400 210729 546685 0.001 0.0005 0.00075 8.33959e-05
6400 210729 550056 0.0005 0.0005 0.0005 0
6400 210729 550586 0 0.0005 0.00025 0.000250063
6400 526828 271677 0.4235 0.4365 0.43 0.000172379
6400 526828 492028 0.16 0.172 0.166 0.000260033
6400 382500 480054 0.039 0.0505 0.04475 NAN
6400 382500 449792 0.0435 0.0565 0.05 NAN
6400 382500 550127 0.0005 0.001 0.00075 NAN
6400 481688 435526 0.305 0.3395 0.32225 0.00136243
6400 481688 426650 0.273 0.3 0.2865 0.000891557
6400 26746 356321 0.135 0.129 0.132 7.85505e-05
6400 26746 168930 0.9345 0.937 0.93575 2.59888e-05
6400 26746 312371 0.4875 0.47 0.47875 0.000306804
6400 26746 514401 0.193 0.179 0.186 0.000323637
6400 26746 482639 0.0535 0.042 0.04775 0.000727129
