position mutID selCoef originGen type freq p1freq p2freq adapPhenoDiv FST 
1179253 27190053 0.00152812 32304 m2 0.491 0.335 0.647 0.001248 0.0973755
637058 10373106 -0.00259242 12325 m2 0.56725 0.421 0.7135 0.00117 0.0871325
730295 39388314 -0.00141748 46802 m2 0.10175 0.1145 0.089 -0.000102 0.00177864
586403 41000008 0.00153408 48717 m2 0.07125 0.0515 0.091 0.000158 0.00589455
710683 40746349 -0.00199964 48416 m2 0.242 0.236 0.248 4.8e-05 0.000196254
577606 41686370 0.00210886 49532 m2 0.06 0.045 0.075 0.00012 0.00398936
1024757 4143328 0.000525893 4923 m2 0.53575 0.4075 0.664 0.001026 0.0661303
567051 38015946 -0.0016932 45170 m2 0.574 0.5895 0.5585 -0.000124 0.000982521
1333658 14078111 0.00274032 16726 m2 0.58 0.663 0.497 -0.000664 0.02828
248020 31548718 0.00054091 37484 m2 0.51375 0.32 0.7075 0.00155 0.15027
1053654 24068479 0.00356334 28597 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
269099 10072258 0.000902707 11968 m2 0.51375 0.32 0.7075 0.00155 0.15027
1189986 19781662 0.000660201 23502 m2 0.491 0.335 0.647 0.001248 0.0973755
605717 6242675 -0.000334129 7418 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1659139 36850372 2.29668e-05 43784 m2 0.7725 0.793 0.752 -0.000164 0.00239127
269753 26439343 -0.00338987 31413 m2 0.51375 0.32 0.7075 0.00155 0.15027
1987624 41168283 0.00103034 48917 m2 0.0675 0.049 0.086 0.000148 0.00543739
1069466 26041283 -0.00151161 30941 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
444850 18462071 0.000139003 21935 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1053455 22096117 0.00172416 26254 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
452311 25287506 -0.00256323 30046 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
499628 41787278 -0.00216579 49652 m2 0.06875 0.0615 0.076 5.8e-05 0.000820988
626416 22107657 0.000460329 26267 m2 0.56725 0.421 0.7135 0.00117 0.0871325
630692 26923104 0.00256033 31988 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
237589 5304880 0.00228405 6304 m2 0.48625 0.68 0.2925 -0.00155 0.15027
611796 39548351 0.000590194 46991 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1181360 27723778 -0.00211842 32938 m2 0.509 0.665 0.353 -0.001248 0.0973755
1825001 39711977 -0.0005306 47186 m2 0.1635 0.1195 0.2075 0.000352 0.0141554
773844 41214924 -0.00052597 48972 m2 0.199 0.2295 0.1685 -0.000244 0.00583598
1830978 40455766 0.000931458 48070 m2 0.32725 0.3405 0.314 -0.000106 0.000797441
246701 6291427 -0.00180678 7475 m2 0.48625 0.68 0.2925 -0.00155 0.15027
622204 35223203 -0.0009142 41849 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
439467 11121765 -0.0017045 13212 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1017845 15240087 0.00580298 18105 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
462378 23181081 -0.000482909 27544 m2 0.448 0.3385 0.5575 0.000876 0.0484854
720305 41122456 0.00385721 48863 m2 0.082 0.0815 0.0825 4e-06 3.32111e-06
712212 40585639 0.00107183 48225 m2 0.76975 0.7615 0.778 6.6e-05 0.000384024
1648986 40404288 -0.000156241 48009 m2 0.8235 0.8135 0.8335 8e-05 0.000688005
1069446 16606585 0.000617531 19729 m2 0.53575 0.4075 0.664 0.001026 0.0661303
604776 16039444 0.00538353 19056 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
769805 40954035 0.00141967 48662 m2 0.2235 0.198 0.249 0.000204 0.00374681
1033764 11096935 -0.000162253 13182 m2 0.53575 0.4075 0.664 0.001026 0.0661303
54871 40574831 0.00181731 48212 m2 0.106 0.0875 0.1245 0.000148 0.0036116
1186868 9923692 -0.00312628 11792 m2 0.491 0.335 0.647 0.001248 0.0973755
1685862 40041668 0.00384417 47578 m2 0.812 0.806 0.818 4.8e-05 0.000235824
90367 39536439 -0.00237624 46977 m2 0.44725 0.4385 0.456 7e-05 0.000309697
464236 11555496 -0.00106819 13726 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1066412 16784794 -0.0039068 19941 m2 0.53575 0.4075 0.664 0.001026 0.0661303
461815 9309767 -0.000319633 11062 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
852702 39505257 0.000204853 46940 m2 0.48775 0.503 0.4725 -0.000122 0.000930809
226059 39857381 -0.000734618 47358 m2 0.13825 0.079 0.1975 0.000474 0.0294666
1668352 41306035 0.000850387 49080 m2 0.2125 0.1855 0.2395 0.000216 0.0043563
443449 27298640 0.000558495 32434 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1321927 37568959 -8.43718e-05 44639 m2 0.332 0.3605 0.3035 -0.000228 0.00366248
1234322 41972291 0.00069013 49872 m2 0.06025 0.0515 0.069 7e-05 0.00135222
1045177 30465691 0.00250154 36195 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1326565 33582815 0.00395768 39901 m2 0.42 0.337 0.503 0.000664 0.02828
1289659 39228959 0.00298379 46612 m2 0.532 0.538 0.526 -4.8e-05 0.000144592
323989 40811282 0.000522841 48493 m2 0.0895 0.1135 0.0655 -0.000192 0.00706837
1189960 10193097 -0.00452821 12112 m2 0.491 0.335 0.647 0.001248 0.0973755
118892 41356351 0.00268859 49140 m2 0.289 0.262 0.316 0.000216 0.00354781
1051231 28971240 -0.000798937 34421 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1230478 40796792 0.00139775 48476 m2 0.45425 0.467 0.4415 -0.000102 0.00065574
1349009 41258745 0.000434162 49024 m2 0.07825 0.0535 0.103 0.000198 0.00849284
243261 8176053 0.000794317 9715 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1028732 21461422 0.000513964 25499 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
255337 14158414 0.00415238 16821 m2 0.48625 0.68 0.2925 -0.00155 0.15027
615552 10107543 -0.000782489 12011 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1404597 41759021 0.0019428 49618 m2 0.19875 0.1965 0.201 1.8e-05 3.179e-05
1412245 37458525 -0.000140261 44507 m2 0.1405 0.1395 0.1415 8e-06 8.2809e-06
477711 17161814 0.00131468 20389 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
222785 15382628 0.00282039 18275 m2 0.48625 0.68 0.2925 -0.00155 0.15027
257239 9976704 -0.00030498 11854 m2 0.51375 0.32 0.7075 0.00155 0.15027
227414 4812397 0.000174119 5719 m2 0.51375 0.32 0.7075 0.00155 0.15027
915368 41408930 0.00362721 49203 m2 0.19575 0.196 0.1955 -2e-06 3.96997e-07
1070903 40842061 0.00403386 48530 m2 0.2965 0.3725 0.2205 -0.000608 0.027691
356158 41834884 -0.000496759 49708 m2 0.10075 0.104 0.0975 -2.6e-05 0.000116585
225223 36238540 -4.35852e-05 43056 m2 0.51375 0.32 0.7075 0.00155 0.15027
378080 39980393 5.23553e-06 47505 m2 0.354 0.3785 0.3295 -0.000196 0.0026248
1180371 7543439 -0.000612422 8963 m2 0.491 0.335 0.647 0.001248 0.0973755
626384 13822876 0.00434469 16422 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1169438 10942900 0.000709912 12999 m2 0.509 0.665 0.353 -0.001248 0.0973755
627286 16830471 0.00186139 19996 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
251293 20032546 0.00100843 23800 m2 0.51375 0.32 0.7075 0.00155 0.15027
1664545 33845085 -0.000278041 40212 m2 0.5255 0.5355 0.5155 -8e-05 0.000401043
1338807 22899623 0.000303626 27210 m2 0.58 0.663 0.497 -0.000664 0.02828
1507007 39114593 0.0017146 46476 m2 0.35225 0.345 0.3595 5.8e-05 0.000230366
1207064 41325480 -0.000627224 49104 m2 0.091 0.0795 0.1025 9.2e-05 0.00159879
864626 41715897 0.000407463 49567 m2 0.145 0.1245 0.1655 0.000164 0.0033898
1189484 16272877 0.00413165 19333 m2 0.491 0.335 0.647 0.001248 0.0973755
238295 11693721 -0.00105328 13890 m2 0.51375 0.32 0.7075 0.00155 0.15027
628535 7135723 -0.000915855 8479 m2 0.56725 0.421 0.7135 0.00117 0.0871325
272946 27458098 -0.00139103 32623 m2 0.51375 0.32 0.7075 0.00155 0.15027
917120 40926446 -0.00059076 48630 m2 0.385 0.3905 0.3795 -4.4e-05 0.000127758
1163553 11152665 -0.000844289 13248 m2 0.509 0.665 0.353 -0.001248 0.0973755
1034026 17066280 9.1996e-05 20276 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1067750 25791015 0.0012554 30644 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1517720 37762969 0.0023539 44870 m2 0.70025 0.6835 0.717 0.000134 0.00133665
472125 15891508 0.00169728 18880 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
4938 39101694 -0.000861132 46461 m2 0.30025 0.2855 0.315 0.000118 0.00103552
452143 41643153 -0.00475578 49481 m2 0.07475 0.1035 0.046 -0.00023 0.011951
1920726 40499088 -0.000956269 48122 m2 0.145 0.1435 0.1465 1.2e-05 1.81488e-05
1292648 38794648 -0.00113005 46096 m2 0.88225 0.8915 0.873 -7.4e-05 0.000823628
1649720 41627183 0.00269225 49462 m2 0.08075 0.087 0.0745 -5e-05 0.00052624
612595 5771400 0.00127688 6858 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1870516 37883299 -0.000306925 45012 m2 0.14875 0.133 0.1645 0.000126 0.00195906
1337474 18221585 -0.00269314 21648 m2 0.42 0.337 0.503 0.000664 0.02828
1904234 39356438 0.00212946 46764 m2 0.1805 0.1785 0.1825 1.6e-05 2.70417e-05
637356 27224047 -0.000715669 32345 m2 0.56725 0.421 0.7135 0.00117 0.0871325
444823 16404164 -0.00255976 19488 m2 0.448 0.3385 0.5575 0.000876 0.0484854
241033 10080740 -0.00037327 11978 m2 0.51375 0.32 0.7075 0.00155 0.15027
137720 37991648 0.00309461 45141 m2 0.13975 0.1445 0.135 -3.8e-05 0.000187677
1858821 41291341 0.0013194 49063 m2 0.197 0.203 0.191 -4.8e-05 0.000227573
1172971 8361467 0.00542185 9934 m2 0.509 0.665 0.353 -0.001248 0.0973755
1458556 41650260 0.00260195 49489 m2 0.0915 0.092 0.091 -4e-06 3.00742e-06
256665 11306261 0.000735514 13430 m2 0.48625 0.68 0.2925 -0.00155 0.15027
666926 41820909 0.000185857 49691 m2 0.12575 0.0955 0.156 0.000242 0.00832352
935199 41250372 -0.000141853 49014 m2 0.25625 0.2465 0.266 7.8e-05 0.000498791
1607395 38325037 0.00214689 45537 m2 0.19775 0.202 0.1935 -3.4e-05 0.000113855
1012501 41027710 0.000512611 48750 m2 0.114 0.129 0.099 -0.00012 0.00222763
260956 35682499 -0.0028513 42396 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1453847 33690401 0.00393436 40028 m2 0.1075 0.106 0.109 1.2e-05 2.34512e-05
1320169 24516330 -0.00202879 29130 m2 0.58 0.663 0.497 -0.000664 0.02828
1259601 39841975 0.00579102 47340 m2 0.12525 0.127 0.1235 -1.4e-05 2.79521e-05
1762936 41424022 0.000269411 49220 m2 0.10125 0.122 0.0805 -0.000166 0.00473154
689769 41892995 0.00214425 49777 m2 0.052 0.0585 0.0455 -5.2e-05 0.000857068
1317746 25212501 0.00167989 29957 m2 0.58 0.663 0.497 -0.000664 0.02828
1336222 7441303 0.00262696 8842 m2 0.42 0.337 0.503 0.000664 0.02828
1155118 10076324 -0.00150908 11973 m2 0.491 0.335 0.647 0.001248 0.0973755
1297460 38665045 -0.00157542 45940 m2 0.07975 0.07 0.0895 7.8e-05 0.00129531
1028894 18303292 -0.000292671 21746 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1053224 39533476 3.70173e-06 46973 m2 0.53575 0.4075 0.664 0.001026 0.0661303
612820 38633182 0.00216681 45902 m2 0.56725 0.421 0.7135 0.00117 0.0871325
267767 5116869 -0.00235107 6080 m2 0.48625 0.68 0.2925 -0.00155 0.15027
676209 38652464 -0.00154858 45925 m2 0.1525 0.158 0.147 -4.4e-05 0.000234054
1622442 41754937 0.00332265 49613 m2 0.0615 0.0565 0.0665 4e-05 0.000433142
1020025 16506513 0.000357798 19610 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1173022 16138371 -0.00238923 19173 m2 0.491 0.335 0.647 0.001248 0.0973755
475487 25554797 -0.00157948 30363 m2 0.448 0.3385 0.5575 0.000876 0.0484854
557556 41108334 0.000820151 48846 m2 0.3405 0.362 0.319 -0.000172 0.00205847
470499 39773928 -0.000311585 47259 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1076787 41549487 -0.000854725 49370 m2 0.05225 0.075 0.0295 -0.000182 0.0104516
1601157 40591522 -0.00107934 48232 m2 0.09875 0.108 0.0895 -7.4e-05 0.000961393
220303 40958448 0.00409532 48668 m2 0.45825 0.6425 0.274 -0.001474 0.136746
398558 41359743 0.000588434 49144 m2 0.05175 0.0655 0.038 -0.00011 0.00385276
1090805 41960872 0.00197658 49858 m2 0.094 0.0865 0.1015 6e-05 0.00066049
1624576 41469106 0.00236891 49274 m2 0.07825 0.074 0.0825 3.4e-05 0.000250427
1018162 19683584 0.000580973 23386 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1349587 26312768 0.000677022 31263 m2 0.58 0.663 0.497 -0.000664 0.02828
467043 14929327 -0.00141318 17736 m2 0.448 0.3385 0.5575 0.000876 0.0484854
638624 24528444 0.000110044 29144 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1027924 39871448 0.000184048 47375 m2 0.53575 0.4075 0.664 0.001026 0.0661303
475725 41974106 -0.00266953 49874 m2 0.05575 0.043 0.0685 0.000102 0.00308808
465040 12664873 0.0027304 15044 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1044583 17249822 0.000655185 20494 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
225906 17997548 0.000541727 21382 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1446601 37242226 0.00242128 44249 m2 0.796 0.8095 0.7825 -0.000108 0.00112234
249710 18806479 -0.00287663 22343 m2 0.51375 0.32 0.7075 0.00155 0.15027
1184432 16133375 0.000267575 19167 m2 0.509 0.665 0.353 -0.001248 0.0973755
1050621 23148421 -0.00135397 27505 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1169412 34900378 0.00021289 41465 m2 0.509 0.665 0.353 -0.001248 0.0973755
245530 20182239 -0.00285347 23978 m2 0.51375 0.32 0.7075 0.00155 0.15027
1991045 39301431 0.00109846 46698 m2 0.4145 0.4185 0.4105 -3.2e-05 6.59278e-05
1311002 41876909 0.000406689 49758 m2 0.152 0.166 0.138 -0.000112 0.00152061
770781 39465638 0.00316279 46893 m2 0.28475 0.2535 0.316 0.00025 0.00479489
623573 41368650 0.00115504 49155 m2 0.10175 0.141 0.0625 -0.000314 0.0168557
606930 17446044 0.00164779 20727 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1319609 37985430 0.00205212 45134 m2 0.42 0.337 0.503 0.000664 0.02828
440100 16584351 0.000181178 19703 m2 0.448 0.3385 0.5575 0.000876 0.0484854
265885 12646330 0.00219583 15022 m2 0.48625 0.68 0.2925 -0.00155 0.15027
662951 41814624 -0.00204623 49684 m2 0.18925 0.1635 0.215 0.000206 0.00432147
1323102 14692707 -0.00330048 17455 m2 0.42 0.337 0.503 0.000664 0.02828
1282184 41534212 -0.00142938 49352 m2 0.066 0.069 0.063 -2.4e-05 0.000146
452289 1901937 0.00341951 2260 m2 0.448 0.3385 0.5575 0.000876 0.0484854
440959 11624311 -0.00150859 13808 m2 0.448 0.3385 0.5575 0.000876 0.0484854
920261 38714609 5.78919e-05 46000 m2 0.151 0.1405 0.1615 8.4e-05 0.000859991
1019938 22184792 0.00125507 26359 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1114591 37453039 -0.00427942 44501 m2 0.58825 0.607 0.5695 -0.00015 0.00145147
1636497 37967280 0.00148771 45113 m2 0.76275 0.7725 0.753 -7.8e-05 0.000525316
235519 25333169 -0.000313951 30100 m2 0.48625 0.68 0.2925 -0.00155 0.15027
729622 38401605 -0.00189279 45628 m2 0.40175 0.411 0.3925 -7.4e-05 0.000355996
1762393 39309567 -0.00154813 46708 m2 0.1955 0.2105 0.1805 -0.00012 0.00143057
438385 30576500 -0.00401575 36327 m2 0.49875 0.493 0.5045 4.6e-05 0.000132251
1187292 16762614 -0.00265392 19915 m2 0.491 0.335 0.647 0.001248 0.0973755
631772 26260018 -0.000390983 31200 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
731064 41709338 0.00150071 49559 m2 0.26225 0.275 0.2495 -0.000102 0.000840225
1166255 39771075 8.788e-05 47256 m2 0.20725 0.138 0.2765 0.000554 0.0291883
896803 39229316 -0.000418677 46612 m2 0.14025 0.1395 0.141 6e-06 4.66496e-06
1156374 20700302 0.00277029 24594 m2 0.509 0.665 0.353 -0.001248 0.0973755
1174041 4681675 0.00106627 5564 m2 0.509 0.665 0.353 -0.001248 0.0973755
77879 40072838 -0.00202451 47615 m2 0.28775 0.281 0.2945 5.4e-05 0.00022231
1071676 2968915 -0.000332563 3529 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1048358 38995629 -0.00196198 46335 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1037984 11227162 0.000166002 13336 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1195912 38270724 -0.00144454 45473 m2 0.473 0.3245 0.6215 0.001188 0.088467
1162312 40912199 0.00171827 48613 m2 0.398 0.521 0.275 -0.000984 0.0631438
627998 39114716 0.00282152 46477 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1499177 40151018 7.4558e-05 47707 m2 0.537 0.554 0.52 -0.000136 0.00116237
1407156 41696872 -0.00128361 49545 m2 0.082 0.0705 0.0935 9.2e-05 0.00175687
222768 19267843 0.0021503 22891 m2 0.51375 0.32 0.7075 0.00155 0.15027
1057258 16460189 0.00205421 19555 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1108108 36894639 0.0016687 43836 m2 0.722 0.7255 0.7185 -2.8e-05 6.10315e-05
442319 12646276 0.00292582 15022 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1341857 33214560 0.0021227 39463 m2 0.58 0.663 0.497 -0.000664 0.02828
1176512 21626698 -0.000152142 25695 m2 0.509 0.665 0.353 -0.001248 0.0973755
1130204 38467677 -0.000645777 45707 m2 0.36325 0.36 0.3665 2.6e-05 4.56659e-05
85629 39245765 0.00111834 46632 m2 0.55525 0.5295 0.581 0.000206 0.00268503
245200 28873330 0.000722646 34305 m2 0.48625 0.68 0.2925 -0.00155 0.15027
230415 32943652 -0.00107169 39141 m2 0.51375 0.32 0.7075 0.00155 0.15027
271078 11423202 0.00368049 13569 m2 0.48625 0.68 0.2925 -0.00155 0.15027
609027 13071388 0.00143978 15527 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1159977 15500644 -0.000625108 18415 m2 0.491 0.335 0.647 0.001248 0.0973755
1348479 12070009 0.000848501 14338 m2 0.58 0.663 0.497 -0.000664 0.02828
1855056 37267942 0.00109553 44280 m2 0.86475 0.861 0.8685 3e-05 0.000120236
853380 35048689 0.000948191 41642 m2 0.24475 0.2545 0.235 -7.8e-05 0.000514275
1026857 16746249 0.000299183 19896 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
655659 41749492 0.00448423 49607 m2 0.23375 0.254 0.2135 -0.000162 0.00228943
1036031 39221884 -0.00170086 46603 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1183250 32917151 -0.000910037 39110 m2 0.509 0.665 0.353 -0.001248 0.0973755
173229 41465854 0.0014859 49270 m2 0.0745 0.0685 0.0805 4.8e-05 0.000522119
1606408 32231918 -0.000616942 38296 m2 0.267 0.2425 0.2915 0.000196 0.00306702
313861 40208872 0.000139293 47777 m2 0.142 0.17 0.114 -0.000224 0.00643488
1341561 9431719 0.00288593 11208 m2 0.58 0.663 0.497 -0.000664 0.02828
440367 10059791 0.000218873 11954 m2 0.448 0.3385 0.5575 0.000876 0.0484854
639619 24082503 -0.000916049 28613 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1333027 15710692 0.00215784 18665 m2 0.58 0.663 0.497 -0.000664 0.02828
1050219 23777166 -0.00177427 28251 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1170523 15094947 -0.000372181 17932 m2 0.491 0.335 0.647 0.001248 0.0973755
232819 9397952 0.000196876 11168 m2 0.48625 0.68 0.2925 -0.00155 0.15027
468809 10242597 0.00139112 12170 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
611583 29649761 0.00586317 35228 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
450672 41299897 0.00153642 49073 m2 0.23125 0.17 0.2925 0.00049 0.0211031
1880471 38055523 -0.00129173 45217 m2 0.3145 0.3295 0.2995 -0.00012 0.00104365
468277 23991049 -0.00303793 28505 m2 0.448 0.3385 0.5575 0.000876 0.0484854
625451 20698958 0.000167171 24592 m2 0.56725 0.421 0.7135 0.00117 0.0871325
1349409 11188515 0.000971672 13291 m2 0.42 0.337 0.503 0.000664 0.02828
1043321 31077769 -0.000179042 36924 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1213679 41921004 -0.000992181 49810 m2 0.0735 0.082 0.065 -6.8e-05 0.00106097
244314 5364632 0.00214861 6375 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1939202 36911920 0.00279442 43857 m2 0.16975 0.179 0.1605 -7.4e-05 0.000607106
286993 40234164 0.00223393 47807 m2 0.8435 0.8715 0.8155 -0.000224 0.00593905
994922 34095360 0.00498359 40509 m2 0.7905 0.794 0.787 -2.8e-05 7.39691e-05
458103 22997878 0.00103829 27326 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1645317 40533140 0.00246425 48163 m2 0.12225 0.111 0.1335 9e-05 0.00117947
815249 41535320 0.00499524 49353 m2 0.132 0.1465 0.1175 -0.000116 0.00183503
255652 22928191 -0.00200866 27243 m2 0.51375 0.32 0.7075 0.00155 0.15027
226631 13738423 0.000805818 16321 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1372861 40618840 -0.00151317 48265 m2 0.068 0.0625 0.0735 4.4e-05 0.00047731
1039439 2527565 -4.28981e-05 3003 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1050697 30065748 0.000166113 35720 m2 0.53575 0.4075 0.664 0.001026 0.0661303
506442 35703190 -0.00139264 42421 m2 0.1055 0.1055 0.1055 0 0
1279612 40886208 6.06035e-05 48582 m2 0.22875 0.234 0.2235 -4.2e-05 0.000156229
448496 10130686 0.00117164 12038 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
1353531 40938624 0.0028353 48644 m2 0.469 0.428 0.51 0.000328 0.00674995
610747 36431665 0.00101178 43286 m2 0.43275 0.579 0.2865 -0.00117 0.0871325
1169023 28473426 0.00016718 33828 m2 0.491 0.335 0.647 0.001248 0.0973755
1321747 13231514 0.000759219 15717 m2 0.58 0.663 0.497 -0.000664 0.02828
244897 37275462 0.00288102 44289 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1984632 39708627 -0.000682046 47182 m2 0.29025 0.287 0.2935 2.6e-05 5.1273e-05
1303910 39286798 -0.00545184 46681 m2 0.225 0.217 0.233 6.4e-05 0.000367025
1477656 41120100 0.00071784 48860 m2 0.32525 0.314 0.3365 9e-05 0.000576693
1340290 18543311 -0.00440788 22031 m2 0.58 0.663 0.497 -0.000664 0.02828
1187031 2278618 -0.000424667 2707 m2 0.509 0.665 0.353 -0.001248 0.0973755
444701 26332763 -0.000950167 31286 m2 0.448 0.3385 0.5575 0.000876 0.0484854
229986 26731414 0.000602023 31760 m2 0.51375 0.32 0.7075 0.00155 0.15027
236232 19333308 0.000557492 22969 m2 0.51375 0.32 0.7075 0.00155 0.15027
1353503 41582554 -0.00173301 49409 m2 0.358 0.3845 0.3315 -0.000212 0.00305544
1456699 39696268 -0.00131363 47167 m2 0.17525 0.1495 0.201 0.000206 0.00458748
189200 34496220 -0.00145239 40985 m2 0.30925 0.2975 0.321 9.4e-05 0.000646316
1860662 41012834 0.00134613 48732 m2 0.29525 0.294 0.2965 1e-05 7.50922e-06
274068 10652009 0.00237056 12654 m2 0.559 0.719 0.399 -0.00128 0.103846
1018522 17197243 0.00105359 20431 m2 0.53575 0.4075 0.664 0.001026 0.0661303
1070457 25390624 -0.000147694 30168 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1334173 36353041 -0.00281369 43193 m2 0.58 0.663 0.497 -0.000664 0.02828
190992 41273251 -0.00286198 49041 m2 0.07225 0.08 0.0645 -6.2e-05 0.000896055
475849 40441662 -0.00147355 48053 m2 0.2205 0.163 0.278 0.00046 0.0192358
1311317 36227142 0.000949592 43043 m2 0.58 0.663 0.497 -0.000664 0.02828
238268 10070428 -0.00168421 11966 m2 0.51375 0.32 0.7075 0.00155 0.15027
457899 16910934 -0.00415978 20091 m2 0.448 0.3385 0.5575 0.000876 0.0484854
84649 41677792 -0.00181833 49522 m2 0.0585 0.0485 0.0685 8e-05 0.00181562
749304 41855484 2.20176e-05 49732 m2 0.09625 0.0855 0.107 8.6e-05 0.00132852
478123 10005856 0.00219366 11889 m2 0.552 0.6615 0.4425 -0.000876 0.0484854
406303 38574397 -0.000412816 45833 m2 0.7045 0.732 0.677 -0.00022 0.00363268
1204286 35361680 0.00134415 42014 m2 0.43825 0.476 0.4005 -0.000302 0.00578854
50757 42001152 0.00144884 49906 m2 0.07475 0.0935 0.056 -0.00015 0.00508314
221249 27439011 -0.000620325 32601 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1804718 38560938 0.00154165 45817 m2 0.73375 0.7425 0.725 -7e-05 0.000391903
318791 41149579 -0.000772418 48895 m2 0.10075 0.109 0.0925 -6.6e-05 0.000751246
1984736 35925340 -0.000395412 42684 m2 0.56925 0.571 0.5675 -1.4e-05 1.24896e-05
464880 29623069 0.00206765 35196 m2 0.448 0.3385 0.5575 0.000876 0.0484854
997200 40870582 0.00219505 48563 m2 0.18175 0.1795 0.184 1.8e-05 3.40412e-05
223909 11084518 -0.0032989 13167 m2 0.51375 0.32 0.7075 0.00155 0.15027
933051 40936269 0.00160321 48642 m2 0.628 0.64 0.616 -9.6e-05 0.000616396
1163453 9729823 0.00102513 11561 m2 0.509 0.665 0.353 -0.001248 0.0973755
102520 40757917 0.000164934 48430 m2 0.403 0.4265 0.3795 -0.000188 0.00229539
1217274 41714379 -0.00086082 49565 m2 0.08175 0.075 0.0885 5.4e-05 0.000606958
467470 17326890 0.00102015 20585 m2 0.448 0.3385 0.5575 0.000876 0.0484854
245940 24902419 0.000460152 29588 m2 0.48625 0.68 0.2925 -0.00155 0.15027
1165371 40312313 -0.00466681 47900 m2 0.491 0.335 0.647 0.001248 0.0973755
463817 32862892 0.00159774 39045 m2 0.448 0.3385 0.5575 0.000876 0.0484854
1412962 38072723 0.00185697 45238 m2 0.832 0.8115 0.8525 0.000164 0.0030066
1053162 9090898 0.0020346 10801 m2 0.46425 0.5925 0.336 -0.001026 0.0661303
1157250 30392759 0.000321768 36108 m2 0.491 0.335 0.647 0.001248 0.0973755
459144 17778739 -0.00237814 21122 m2 0.448 0.3385 0.5575 0.000876 0.0484854
985616 41941613 0.0030471 49835 m2 0.05725 0.061 0.0535 -3e-05 0.00026055
1345155 28300665 -0.000769438 33624 m2 0.42 0.337 0.503 0.000664 0.02828
80329 40924927 0.00145743 48628 m2 0.05625 0.0725 0.04 -0.00013 0.00497425
1086877 41583431 -5.21564e-05 49410 m2 0.3955 0.3735 0.4175 0.000176 0.00202443
